Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1997.498.2,False,True,True,12990,750,The American Wing,1997,Salver,Salver,American,,,,,134,Maker," ",Charles Le Roux,baptized 1689–1745," ","Le Roux, Charles",American,1689      ,1745      ,,http://vocab.getty.edu/page/ulan/500332065,,ca. 1725–35,1722,1735,Silver,1 1/8 x 6 1/4 x 6 1/4 in. (2.9 x 15.9 x 15.9 cm); 10 oz. 3 dwt. (315.2 g),"Purchase, Friends of the American Wing Fund, Sansbury-Mills Fund, and Mr. and Mrs. Robert G. Goelet, Mr. and Mrs. Robert M. Rubin, Wunsch Foundation, Maxwell H. Gluck Foundation, Louis and Virginia Clemente Foundation Inc., and Anonymous Gifts, 1997",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/12990,https://www.wikidata.org/wiki/Q116329870,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
17.134.1,False,True,True,13044,,The American Wing,1917,Drawing,"Daniel Strobel, Jr.",American,,,,,16260,Artist," ",John Vanderlyn,"American, Kingston, New York 1775–1852 Kingston, New York"," ","Vanderlyn, John",American,1775      ,1852      ,,http://vocab.getty.edu/page/ulan/500002618,https://www.wikidata.org/wiki/Q1661665,ca. 1799,1796,1802,"Probably Conté crayon, black chalk, and white gouache on off-white wove paper",8 3/8 x 6 3/8 in. (21.3 x 16.2 cm),"Bequest of Ella Church Strobell, 1917",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13044,https://www.wikidata.org/wiki/Q19925416,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
17.134.3,False,True,True,13050,,The American Wing,1917,Drawing,"Mrs. Daniel Strobel, Jr. (Anna Church Strobel) and Her Son, George",American,,,,,16260,Artist," ",John Vanderlyn,"American, Kingston, New York 1775–1852 Kingston, New York"," ","Vanderlyn, John",American,1775      ,1852      ,,http://vocab.getty.edu/page/ulan/500002618,https://www.wikidata.org/wiki/Q1661665,ca. 1799,1795,1805,Probably Conté crayon on off-white wove paper,8 3/16 x 6 1/4 in. (20.8 x 15.9 cm),"Bequest of Ella Church Strobell, 1917",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13050,https://www.wikidata.org/wiki/Q83559872,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Boys,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300247598,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q3010
52.184,True,True,True,13052,735,The American Wing,1952,Painting,Panoramic View of the Palace and Gardens of Versailles,American,,,,,16260,Artist," ",John Vanderlyn,"American, Kingston, New York 1775–1852 Kingston, New York"," ","Vanderlyn, John",American,1775      ,1852      ,,http://vocab.getty.edu/page/ulan/500002618,https://www.wikidata.org/wiki/Q1661665,1818–19,1818,1819,Oil on canvas,12 x 165 ft. (3.6 x 49.5 m),"Gift of the Senate House Association, Kingston, N.Y., 1952",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13052,https://www.wikidata.org/wiki/Q18686963,,"Metropolitan Museum of Art, New York, NY",Fountains|Palaces|Gardens,http://vocab.getty.edu/page/aat/300006179|http://vocab.getty.edu/page/aat/300005734|http://vocab.getty.edu/page/aat/300008090,https://www.wikidata.org/wiki/Q483453|https://www.wikidata.org/wiki/Q16560|https://www.wikidata.org/wiki/Q1107656
1979.394,True,True,True,13134,762,The American Wing,1979,Sculpture,The Freedman,American,,,,,16268,Artist," ",John Quincy Adams Ward,"American, Urbana, Ohio 1830–1910 New York"," ","Ward, John Quincy Adams",American ,1830      ,1910      ,,http://vocab.getty.edu/page/ulan/500023733,https://www.wikidata.org/wiki/Q2069921,"1863, cast 1891",1863,1891,Bronze,19 1/2 x 14 3/4 x 9 3/4 in. (49.5 x 37.5 x 24.8 cm),"Gift of Charles Anthony Lamb and Barea Lamb Seeley, in memory of their grandfather, Charles Rollinson Lamb, 1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13134,https://www.wikidata.org/wiki/Q29383022,,"Metropolitan Museum of Art, New York, NY",Men|Slavery,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300055309,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8463
10.86,False,True,True,13209,,The American Wing,1910,Painting,"Arrangement in Black, No. 3: Sir Henry Irving as Philip II of Spain",American,,,,,16272,Artist," ",James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London"," ","Whistler, James McNeill",American,1834      ,1903      ,,http://vocab.getty.edu/page/ulan/500012432,https://www.wikidata.org/wiki/Q203643,"1876, reworked 1885",1876,1885,Oil on canvas,84 3/4 x 42 3/4 in. (215.3 x 108.6 cm),"Rogers Fund, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13209,https://www.wikidata.org/wiki/Q19923825,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Actors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q33999
1990.18,False,True,True,13369,719,The American Wing,1990,Looking glass,Looking Glass,American,,,,,174,Retailer," ",John Elliott Sr.,1713–1791," ","Elliott, Sr. John",American,1713      ,1791      ,,http://vocab.getty.edu/page/ulan/500329519,https://www.wikidata.org/wiki/Q98561965,ca. 1775,1772,1775,Pine,48 x 26 in. (121.9 x 66 cm),"Purchase, Friends of the American Wing Fund and Max H. Gluck Foundation Inc. Gift, in honor of Virginia and Leonard Marx, 1990",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13369,https://www.wikidata.org/wiki/Q116329737,,"Metropolitan Museum of Art, New York, NY",,,
1990.19,False,True,True,13370,704,The American Wing,1990,Pickle stand,Pickle Stand,American,,,,,73997400740,Manufacturer|Maker|Maker,Manufactured by| | ,American China Manufactory|Gousse Bonnin|George Anthony Morris,"Philadelphia, Pennsylvania, 1770–1772| | "," | | ","American China Manufactory|Bonnin, Gousse|Morris, George Anthony",American| | ,1770      |          |          ,1772      |          |          ,||,http://vocab.getty.edu/page/ulan/500476072||,https://www.wikidata.org/wiki/Q98594894||,1770–72,1770,1772,Soft-paste porcelain,H. 5 5/8 in. (14.3 cm),"Friends of the American Wing Fund, 1990",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13370,https://www.wikidata.org/wiki/Q116329727,,"Metropolitan Museum of Art, New York, NY",,,
1989.287,False,True,True,13379,,The American Wing,1989,Watercolor,Olive Trees at Tivoli,American,,,,,16200,Artist," ",George Inness,"American, Newburgh, New York 1825–1894 Bridge of Allan, Scotland"," ","Inness, George",American,1825      ,1894      ,,http://vocab.getty.edu/page/ulan/500013380,https://www.wikidata.org/wiki/Q704868,1873,1873,1873,"Gouache, watercolor, and graphite on blue wove paper with colored fibers",7 x 12 3/8 in. (17.8 x 31.4 cm),"Morris K. Jesup Fund, 1989",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13379,https://www.wikidata.org/wiki/Q19925785,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
1989.204,False,True,True,13385,,The American Wing,1989,"Painting, miniature",Elijah Boardman,American,,,,,282,Artist," ",John Ramage,Ireland ca. 1748–1802 Montreal," ","Ramage, John",American,1748      ,1802      ,,http://vocab.getty.edu/page/ulan/500116378,https://www.wikidata.org/wiki/Q6254141,ca. 1790,1787,1790,Watercolor on ivory,2 x 1 3/8 in. (5.2 x 3.5 cm),"Gift of H. Bradford Smith, in memory of his mother, Lillie Wright Smith, and her sisters, Catharine Wright and Mary Wright Godcharles, and in honor of his aunt, Cornelia Wright Aldridge, 1989",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13385,https://www.wikidata.org/wiki/Q19924538,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1993.168,False,True,True,13475,736,The American Wing,1993,Sideboard,Sideboard,American,,,,,119,Maker," ",Alexander Roux,1813–1886," ","Roux, Alexander",French,1813      ,1886      ,,(not assigned),https://www.wikidata.org/wiki/Q4719984,ca. 1853,1853,1853,"Black walnut, pine (secondary wood)",92 3/4 x 71 3/4 x 25 5/8 in. (235.6 x 182.2 x 65.1 cm),"Purchase, Friends of the American Wing Fund and David Schwartz Foundation Inc. Gift, 1993",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13475,,,"Metropolitan Museum of Art, New York, NY",Birds|Fish|Lobsters|Rabbits,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300266085|http://vocab.getty.edu/page/aat/300249724|http://vocab.getty.edu/page/aat/300250218,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q152|https://www.wikidata.org/wiki/Q61864890|https://www.wikidata.org/wiki/Q9394
2007.471.1,False,True,True,13501,704,The American Wing,2007,Plateau,Plateau,American,,,,,203,Maker," ",Benjamin Halsted,1734–1817," ","Halsted, Benjamin",American,1734      ,1817      ,,,https://www.wikidata.org/wiki/Q67506667,1790–1805,1790,1805,Silver and glass,2 1/8 x 21 1/16 x 17 1/4 in. (5.4 x 53.5 x 43.3 cm),"Gift of The Estate of Esther and Samuel Schwartz, Paterson, N.J., 2007",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13501,https://www.wikidata.org/wiki/Q116393381,,"Metropolitan Museum of Art, New York, NY",,,
1991.58,False,True,True,13528,774,The American Wing,1991,Vase,Vase,American,,,,,16351,Decorator," ",Faience Manufacturing Company,"American, Greenpoint, New York, 1881–1892"," ",Faience Manufacturing Company ,American,1881      ,1892      ,,http://vocab.getty.edu/page/ulan/500524291,,1886–90,1886,1890,Painted and glazed earthenware with overglaze raised gold paste decoration,H. 18 1/2 in. (47 cm),"Purchase, Dr. and Mrs. Burton P. Fabricand Gift, 1991",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13528,https://www.wikidata.org/wiki/Q83559895,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506
33.122,False,True,True,13565,,The American Wing,1933,Bed rug,Bed rug,American,,,,,307,Maker," ",N. L.," "," ",N. L.,American,"          ",9999      ,,,,1796,1796,1796,Wool embroidered with wool,93 1/4 x 89 in. (236.9 x 226.1 cm),"Rogers Fund, 1933",Made in,Colchester,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13565,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
22.55,False,True,True,13607,,The American Wing,1922,Coverlet,Embroidered coverlet,American,,,,,308,Maker," ",Mary Breed,1751–ca. 1784," ","Breed, Mary",American,1751      ,1787      ,Female,,,1770,1770,1770,Linen and cotton with wool embroidered,90 3/4 x 89 in. (230.5 x 226.1 cm),"Rogers Fund, 1922",Made in,Stonington,New London County,New London County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13607,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Leaves,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971
61.48.1,False,True,True,13611,,The American Wing,1961,Coverlet,Embroidered coverlet,American,,,,,308,Maker," ",Ruth Culver Coleman,died 1801," ","Coleman, Ruth Culver",American,1701      ,1801      ,Female,,,ca. 1760–75,1757,1775,"Linen and wool, embroidered",80 3/4 x 95 5/8 in. (205.1 x 242.9 cm),"Sansbury-Mills Fund, 1961",Possibly made in,Sag Harbor,Suffolk County,Suffolk County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13611,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
67.33,False,True,True,13641,,The American Wing,1967,Coverlet,Coverlet,American,,,,,310,Maker,Workshop of,James Alexander,1770–1870," ","Alexander, James",American,1770      ,1870      ,,,,1828,1828,1828,"Cotton and wool, woven",96 1/4 x 81 in. (244.5 x 205.7 cm),"Gift of Roger Maclaughlin, 1967",Made in,,Orange County,Orange County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13641,,,"Metropolitan Museum of Art, New York, NY",Eagles|Flowers,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q506
1988.127,False,True,True,13646,,The American Wing,1988,Coverlet,Coverlet,American,,,,,310,Maker," ",David Daniel Haring,1800–1889," ","Haring, David Daniel",American,1800      ,1889      ,,,,1834,1834,1834,"Cotton and wool; Doublecloth, woven on a hand-loom with a Jacquard attachment",98 3/8 x 75 in. (249.9 x 190.5 cm),"Mrs. Roger F. Brunschwig Fund, 1988",Made in,,Bergen County,Bergen County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13646,,,"Metropolitan Museum of Art, New York, NY",Flowers|Birds,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q5113
36.28,False,True,True,13712,,The American Wing,1936,Coat of Arms,Coat of Arms,American,,,,,53315332533,Maker|Maker|Designer,Embroidered by|Probably|Pattern drawn by,Mary Ann Thomas|Mrs. Deborah Snow's School|John and Samuel Gore,born 1772| | ," | | ","Thomas, Mary Ann|Snow, Mrs. Deborah|Gore, John and Samuel",American| |American,1772      |          |          ,1872      |          |          ,Female||,||,||,ca. 1786,1783,1789,Black satin embroidered with silk thread,18 x 18 in. (45.7 x 45.7 cm),"Rogers Fund, 1936",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13712,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
52.103,False,True,True,13867,,The American Wing,1952,Quilt,"Quilt, Album pattern",American,,,,,724,Maker,Members of the,First Reform Churches of Fishkill and Hopewell," "," ",First Reform Churches of Fishkill and Hopewell,American,"          ","          ",,,,ca. 1855–60,1852,1860,Cotton,83 1/2 x 84 1/2 in. (212.1 x 214.6 cm),"Gift of Miss Eliza Polhemus Cobb, 1952",Made in,,Dutchess County,Dutchess County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13867,https://www.wikidata.org/wiki/Q83559904,,"Metropolitan Museum of Art, New York, NY",,,
1970.288,False,True,True,13869,,The American Wing,1970,Quilt,Chintz appliquéd quilt,American,,,,,319,Maker," ",Mary Malvina Cook Taft,1812–1905," ","Taft, Mary Malvina Cook",American,1812      ,1905      ,Female,http://vocab.getty.edu/page/ulan/500330545,,ca. 1835–40,1832,1840,"Cotton, Chintz appliquéd",110 1/4 x 92 1/2 in. (280 x 235 cm),"Gift of Miss Elsey R. Taft, 1970",Made in,Sag Harbor,Suffolk County,Suffolk County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13869,https://www.wikidata.org/wiki/Q83559906,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1983.349,True,True,True,13907,,The American Wing,1983,Quilt,"Quilt (or decorative throw), Crazy pattern",American,,,,,320,Maker," ",Tamar Horton Harris North,1833–1905," ","North, Tamar Horton Harris",American,1833      ,1905      ,,,,ca. 1877,1874,1877,"Silk, silk velvet, cotton, and cotton lace",54 1/2 x 55 in. (138.4 x 139.7 cm),"Gift of Mr. and Mrs. John S. Cooper, 1983",Made in,North's Landing,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/13907,https://www.wikidata.org/wiki/Q83559917,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
28.70.3,False,True,True,14019,,The American Wing,1928,Sample,Thistle textile,American,,,,,161769431,Manufacturer|Designer,Probably manufactured by|Designed by,Cheney Brothers|Tiffany & Wheeler,"American, 1838–1955|1879–1881"," | ",Cheney Brothers|Tiffany & Wheeler,American|American,1838      |1879      ,1955      |1881      ,|,http://vocab.getty.edu/page/ulan/500330551|,https://www.wikidata.org/wiki/Q64355210|,ca. 1881,1876,1886,"Silk and metal threads, damask, woven",26 1/4 x 24 1/2 in. (66.7 x 62.2 cm),"Gift of Mrs. Boudinot Keith, 1928",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14019,,,"Metropolitan Museum of Art, New York, NY",,,
1991.145,True,True,True,14282,743,The American Wing,1991,Library table,Library Table,American,,,,,330419882,Maker|Maker," | ",William Lightfoot Price|Rose Valley Shops,"1861–1916|(American, Delwarare County, Pennsylvania 1901–1906)"," | ","Price, William Lightfoot|Rose Valley Shops",American|American,1861      |1901      ,1916      |1906      ,|,http://vocab.getty.edu/page/ulan/500029370|,https://www.wikidata.org/wiki/Q8003025|,1904,1904,1904,"White oak, stained",29 1/2 x 66 x 39 1/2 in. (74.9 x 167.6 x 100.3 cm),"Sansbury-Mills Fund, 1991",Made in,Rose Valley,Delaware,Delaware,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14282,https://www.wikidata.org/wiki/Q29383051,,"Metropolitan Museum of Art, New York, NY",,,
1993.13,False,True,True,14309,736,The American Wing,1993,Sculpture,Filatrice,American,,,,,16172,Artist," ",Henry Kirke Brown,"American, Leyden, Massachusetts 1814–1886 Newburgh, New York"," ","Brown, Henry Kirke",American,1814      ,1886      ,,http://vocab.getty.edu/page/ulan/500112040,https://www.wikidata.org/wiki/Q1606961,1850,1850,1850,Bronze,20 x 12 x 8 in. (50.8 x 30.5 x 20.3 cm),"Purchase, Gifts in memory of James R. Graham, and Morris K. Jesup  Fund, 1993",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/14309,https://www.wikidata.org/wiki/Q83559937,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
1991.311.1,True,True,True,14336,743,The American Wing,1991,Linen press,Linen Press,American,,,,,16566,Maker," ",Byrdcliffe Arts and Crafts Colony,"American, 1902–1915"," ",Byrdcliffe Arts and Crafts Colony,American,1902      ,1915      ,,http://vocab.getty.edu/page/ulan/500332069,https://www.wikidata.org/wiki/Q5004242,ca. 1904,1901,1904,"Oak, tulip poplar, brass",55 x 41 x 18 3/4 in. (139.7 x 104.1 x 47.6 cm),"Purchase, Friends of the American Wing Fund and Mr. and Mrs. Mark Willcox Jr. Gift, 1991",Made in,Woodstock,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/14336,https://www.wikidata.org/wiki/Q29383053,,"Metropolitan Museum of Art, New York, NY",,,
